Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACE,SE_T167_001
"South Bend city","South Bend city, Indiana","100190768","1104914","160","00","2","3","1871000","18","71000",531
